PURCHASE_DATE,PURCHASE_HOUR,REGION_ID,TYPE_ID,APP_ID,PREMIUM_APP,BASIC_APP,CANCELED_PURCHASES,REVENUE
7/8/2019,28,18,90,271,9,5,49,7919162
5/12/2019,45,12,50,272,61,54,76,9620741
1/22/2020,39,58,46,273,23,86,95,6358951
4/20/2019,54,39,65,274,35,91,51,4809033
9/15/2019,43,55,6,275,41,15,8,3965610
5/14/2019,49,32,86,276,17,37,71,2736545.58
6/27/2019,43,59,84,277,49,33,57,2974457
5/2/2019,68,8,58,278,25,35,41,7981029
5/14/2019,30,70,63,279,79,18,21,371653.98
10/29/2019,30,19,74,280,32,78,79,640058.28
1/3/2020,20,41,93,281,78,34,67,6722313.95
11/11/2019,31,46,56,282,79,15,60,7155712
9/28/2019,1,86,86,283,37,25,55,5056119.41
9/13/2019,30,76,65,284,76,23,73,3491330.02
7/8/2019,56,51,86,285,27,89,94,8554364
12/26/2019,27,76,92,286,37,98,42,1608293.19
2/3/2020,5,64,28,287,86,94,83,5902953.8
7/11/2019,72,49,28,288,92,71,25,3388907.93
1/6/2020,61,89,50,289,76,80,20,337650.41
1/30/2020,69,12,77,290,22,96,35,4974481
5/13/2019,27,56,51,291,46,79,99,2362229.16
6/12/2019,60,90,4,292,44,16,21,9868958
12/30/2019,7,9,86,293,91,96,55,1955720.74
4/6/2019,14,81,56,294,47,14,91,3806387
1/21/2020,13,23,44,295,56,64,92,659425.25
10/23/2019,4,84,5,296,27,9,48,8218551.68
2/14/2020,60,89,87,297,17,19,43,5194748.39
6/23/2019,25,83,71,298,21,90,51,919029.05
10/17/2019,92,64,37,299,21,92,84,6384555
9/23/2019,58,41,35,300,88,38,35,3882358
8/3/2019,80,30,8,301,44,61,1,7873023.03
4/4/2019,71,50,53,302,43,55,80,8464471
9/1/2019,70,75,97,303,76,21,66,3386984.37
5/6/2019,71,77,33,304,86,9,62,5506495.8
5/4/2019,95,86,63,305,50,57,62,1340096.87
10/31/2019,54,39,15,306,94,75,92,9662678
2/20/2020,66,39,99,307,94,51,72,8409325
1/26/2020,68,28,69,308,26,72,46,3961391.64
9/16/2019,36,22,45,309,7,7,74,6053235
8/21/2019,22,47,38,310,7,74,8,8933517
4/9/2019,92,99,59,311,16,61,67,7379062
1/11/2020,35,8,81,312,35,92,23,8656250
3/21/2019,23,7,10,313,24,100,92,2338120.94
9/2/2019,61,90,62,314,89,58,7,7836319
12/18/2019,42,97,63,315,56,88,44,6674524
3/18/2019,53,41,31,316,66,99,27,7517495
2/18/2020,87,52,73,317,45,77,69,7302293
6/19/2019,8,80,41,318,39,90,6,6347544
1/28/2020,31,87,63,319,73,85,90,5124242.96
2/3/2020,88,62,79,320,98,44,98,3436499.24
11/11/2019,28,33,22,321,23,58,11,1362804.99
6/13/2019,23,74,46,322,35,28,1,2990382.09
3/21/2019,38,63,85,323,25,36,61,3362849.39
4/6/2019,56,6,66,324,42,80,33,6566389.59
6/24/2019,91,63,29,325,56,8,42,8057086.4
4/18/2019,77,90,31,326,69,43,98,3446257
11/25/2019,2,91,40,327,99,31,22,1273073
3/17/2019,8,94,23,328,87,58,69,3287770.38
7/23/2019,1,49,17,329,22,37,17,346308.07
1/9/2020,21,74,39,330,37,6,4,1361498
11/2/2019,49,42,24,331,23,34,17,3741571.36
3/22/2019,60,87,21,332,8,62,88,4890870
8/9/2019,12,8,57,333,8,99,37,909384.3
4/27/2019,45,87,46,334,82,27,62,7709006.79
2/22/2020,99,25,28,335,3,46,97,1764423.59
12/22/2019,60,95,29,336,98,23,41,8026634.61
9/4/2019,61,6,35,337,42,48,54,1200145.76
2/20/2020,41,7,72,338,12,88,33,2316265
2/6/2020,61,36,12,339,82,33,33,7825871.77
10/20/2019,28,24,28,340,13,89,9,813210.59
7/8/2019,84,12,62,341,44,68,5,3423767
6/23/2019,45,29,99,342,67,60,11,3721902.08
1/3/2020,96,38,30,343,54,51,41,4384045.06
12/5/2019,17,29,17,344,38,47,27,619546.1
4/22/2019,80,67,99,345,54,5,61,2971420.54
3/1/2020,42,3,42,346,49,34,10,6133520.74
10/23/2019,99,48,95,347,82,31,42,206392.77
5/17/2019,97,39,24,348,59,40,94,811910.47
3/31/2019,44,37,81,349,2,63,34,9182476
5/24/2019,69,73,59,350,18,92,16,4842312
7/16/2019,54,39,74,351,40,60,81,4103908.39
6/26/2019,80,63,71,352,38,44,54,6518935
12/21/2019,49,49,96,353,49,73,84,8203358
10/29/2019,16,51,48,354,16,8,89,8318226.49
6/25/2019,82,35,36,355,31,5,73,2638953.73
9/10/2019,7,10,38,356,85,77,60,6546179.38
9/23/2019,70,41,67,357,40,69,28,1511858.72
7/17/2019,20,69,17,358,99,81,6,1417394.93
12/29/2019,20,26,50,359,32,6,31,6687513
12/23/2019,12,75,42,360,88,21,40,8623830
7/26/2019,30,55,89,361,81,100,3,6108768.19
4/13/2019,88,41,43,362,84,94,92,8295802
9/7/2019,57,15,3,363,43,2,14,7891461.65
6/27/2019,86,6,36,364,92,69,28,1976760.22
1/11/2020,9,23,44,365,35,61,31,6208169.04
8/16/2019,94,100,29,366,83,11,27,2643839.58
12/9/2019,10,91,48,367,18,47,51,8223657
7/20/2019,3,45,77,368,14,5,7,7571662
7/12/2019,90,44,96,369,98,28,50,8645320
10/21/2019,82,80,91,370,94,71,50,8490203
11/8/2019,33,29,62,371,91,30,6,4050790.99
5/11/2019,9,6,88,372,6,23,85,7149956.27
10/19/2019,2,44,84,373,61,94,25,4279964.89
11/29/2019,13,38,22,374,45,88,78,8171968
7/27/2019,6,41,24,375,94,93,37,311605.65
10/29/2019,51,64,14,376,81,91,23,2490776
10/5/2019,15,83,13,377,3,8,98,2088963.63
4/30/2019,99,33,23,378,78,85,93,4959842
8/9/2019,57,39,94,379,65,79,12,4671882.86
9/17/2019,55,13,66,380,85,56,28,3235643
8/2/2019,32,26,31,381,31,70,25,2864597.37
3/11/2019,16,71,60,382,81,92,30,8045441.35
5/7/2019,43,29,71,383,10,79,32,9047333
9/6/2019,89,60,73,384,100,74,77,2170711.02
12/17/2019,86,84,41,385,60,76,48,8215882.18
8/28/2019,83,17,43,386,52,46,54,5731415.83
12/13/2019,71,7,30,387,35,61,57,380671.37
4/29/2019,69,68,89,388,61,14,42,7210518
7/30/2019,87,25,54,389,57,54,16,3697895
11/29/2019,99,96,79,390,59,8,51,2718103.62
12/11/2019,44,75,96,391,73,99,8,8209376.87
1/12/2020,15,18,65,392,69,97,4,1517518.7
3/31/2019,33,40,24,393,13,89,70,8013290.82
11/6/2019,17,96,61,394,32,94,54,2887164
8/27/2019,76,39,80,395,8,38,20,1787199.3
9/12/2019,28,17,20,396,22,97,82,8230593
2/5/2020,62,28,84,397,66,2,32,1960210.04
9/27/2019,62,31,77,398,81,94,45,1970020.66
9/2/2019,71,84,46,399,84,58,11,2709724.63
2/12/2020,63,43,9,400,50,43,85,3254507.78
3/19/2019,51,24,40,401,72,18,7,4509860
7/5/2019,24,64,28,402,75,3,34,83827.24
7/14/2019,60,21,18,403,69,10,55,5214514
2/19/2020,90,89,13,404,8,86,11,56743.46
10/28/2019,51,74,15,405,48,36,15,4379560
5/10/2019,22,70,75,406,3,38,15,8820186
8/30/2019,94,21,32,407,87,97,71,4288257
12/12/2019,34,33,48,408,95,53,5,9744092
3/24/2019,98,73,31,409,37,82,67,4805206
5/12/2019,42,5,99,410,20,90,44,6428860
4/13/2019,46,66,84,411,20,8,79,7792341
7/10/2019,53,52,26,412,33,98,28,1549024.52
2/22/2020,45,88,87,413,3,77,33,689306.46
10/20/2019,14,26,86,414,99,20,20,514460.43
11/21/2019,27,76,10,415,23,21,62,4293828
8/22/2019,29,62,21,416,36,19,28,119188.24
11/9/2019,72,52,51,417,69,28,75,8853168
8/27/2019,39,86,20,418,3,25,62,6873999
12/3/2019,63,18,47,419,44,71,85,456214.39
3/16/2019,25,79,92,420,24,51,44,7717651
8/17/2019,94,86,37,421,41,49,48,8670911
7/8/2019,51,88,99,422,36,56,25,479555.29
11/16/2019,23,51,67,423,56,56,52,7516855
6/9/2019,15,57,30,424,3,54,59,4853744.7
1/4/2020,37,66,20,425,37,48,4,9751326
6/17/2019,80,28,46,426,47,69,88,3920858.27
10/4/2019,52,10,73,427,79,24,75,6834044.65
5/15/2019,74,62,91,428,6,54,79,3428619.4
2/19/2020,43,69,30,429,85,99,97,4859127.2
5/23/2019,1,48,68,430,53,60,40,1210055.63
4/23/2019,17,75,17,431,33,93,64,8509485
9/11/2019,63,93,96,432,98,84,47,3776502.26
4/18/2019,57,41,8,433,47,27,100,4288545.67
8/26/2019,95,19,38,434,16,22,16,1307116
3/26/2019,80,79,35,435,94,5,20,753414.13
2/20/2020,26,18,65,436,11,18,74,8797959
10/23/2019,2,43,92,437,69,67,2,5821241.34
10/8/2019,6,95,87,438,46,41,87,4586028
7/15/2019,65,32,96,439,100,70,6,8662308
9/11/2019,57,71,38,440,94,60,71,2270391.83
12/2/2019,85,68,86,441,16,98,53,5945759
7/17/2019,28,36,71,442,38,42,83,7501808.68
1/12/2020,46,5,90,443,16,12,41,4044697.78
1/11/2020,3,45,99,444,67,16,73,7064587.98
4/18/2019,75,52,46,445,51,64,40,4514187
4/8/2019,65,78,54,446,13,27,92,642635.52
5/7/2019,29,72,12,447,81,8,93,2152395.62
12/17/2019,17,70,35,448,47,34,95,6378454.28
11/21/2019,87,47,40,449,24,31,50,9046187
4/14/2019,53,58,40,450,64,35,54,7583843
9/7/2019,29,37,28,451,62,78,44,3010762.7
11/28/2019,34,51,28,452,9,49,47,3001497.24
12/13/2019,71,26,61,453,3,49,43,4741214.07
8/4/2019,74,28,65,454,78,57,35,488103.01
11/30/2019,5,21,84,455,75,77,91,7887194.44
8/22/2019,7,13,10,456,79,31,83,4952823.47
8/8/2019,87,35,90,457,19,30,43,5130598.8
9/16/2019,72,78,1,458,18,27,22,1961488.02
6/2/2019,25,86,49,459,55,97,41,993237.91
9/30/2019,95,53,21,460,19,26,86,1614762.19
11/24/2019,25,23,73,461,45,13,69,9438986
10/15/2019,94,5,55,462,1,15,9,5392149.15
5/28/2019,37,55,85,463,96,99,26,2264247.98
10/27/2019,4,11,53,464,45,1,5,611923.69
1/12/2020,86,34,44,465,55,22,88,6382934
1/28/2020,90,73,63,466,87,92,41,7502323
4/16/2019,42,57,44,467,60,92,45,7612504.6
12/25/2019,61,49,89,468,93,8,75,1630182.85
1/28/2020,35,45,68,469,69,15,13,1743635.97
7/8/2019,57,50,7,470,55,82,59,6083382.76
11/6/2019,43,4,58,471,41,42,28,9624888
2/10/2020,26,15,96,472,34,26,14,9192120
5/30/2019,33,22,9,473,21,6,48,9197519
6/18/2019,40,56,25,474,40,100,9,5176229
9/17/2019,51,45,69,475,14,52,26,7282839
9/7/2019,71,99,93,476,16,89,12,2123123
3/13/2019,25,32,33,477,94,4,61,9796668
2/3/2020,33,54,6,478,97,56,44,7114511.21
1/10/2020,33,14,94,479,64,58,21,7907806
8/24/2019,41,60,87,480,47,51,8,1812386.69
2/14/2020,71,36,67,481,89,18,72,4637183
11/20/2019,85,20,20,482,67,84,41,2262647
8/2/2019,9,51,34,483,69,39,72,3597529.29
12/22/2019,99,5,90,484,24,9,64,8070154
6/4/2019,69,77,21,485,27,95,28,8689523
7/19/2019,43,77,75,486,15,29,22,4702950.71
2/22/2020,15,30,65,487,9,3,12,4089564.43
7/13/2019,55,85,32,488,74,57,54,5089551
12/24/2019,44,29,91,489,28,3,64,8195836.83
2/3/2020,77,65,88,490,54,49,33,6720057.04
6/15/2019,45,45,71,491,60,49,59,4138377.35
5/26/2019,42,37,56,492,59,78,99,650612.78
3/10/2019,52,83,91,493,17,80,17,7900621
6/19/2019,61,37,46,494,74,66,96,4601613
8/4/2019,33,36,57,495,91,54,9,1094893.85
2/5/2020,43,5,92,496,23,45,11,2891163.49
11/14/2019,62,47,94,497,70,94,58,9110128
7/8/2019,15,95,75,498,26,5,35,6603714
7/26/2019,63,70,99,499,1,25,94,2140302
3/8/2020,60,81,18,500,52,56,97,7667776
2/28/2020,40,90,63,501,9,24,16,4032965
5/4/2019,24,52,56,502,46,94,15,5654123.44
5/1/2019,92,85,86,503,86,73,45,7063749.37
4/12/2019,13,19,86,504,64,39,87,4248806
5/26/2019,87,48,13,505,76,46,25,1440609.19
4/12/2019,16,63,87,506,21,3,78,3250452
7/29/2019,17,41,39,507,66,76,84,3584121.71
3/26/2019,24,96,10,508,26,90,59,3972453.56
4/22/2019,33,13,97,509,31,76,51,2221864.7
3/22/2019,28,59,83,510,97,32,41,103640.2
7/3/2019,99,63,33,511,23,52,66,5375580
9/13/2019,67,5,52,512,95,91,53,147351.72
1/12/2020,99,60,7,513,67,25,37,586151.94
10/27/2019,99,90,100,514,78,66,68,5415883
1/1/2020,29,44,93,515,10,64,90,3886628.08
9/4/2019,88,50,95,516,58,35,67,4930202
2/14/2020,49,54,93,517,52,33,57,5172407.26
3/9/2019,25,94,13,518,76,56,84,9320581
12/9/2019,13,11,5,519,80,13,6,7103121.69
8/13/2019,57,22,52,520,38,69,67,9866278
4/4/2019,5,68,71,521,83,90,17,5122819
5/8/2019,47,79,63,522,80,24,64,7712321
3/24/2019,20,85,8,523,93,61,62,5235302
12/28/2019,70,74,46,524,20,52,47,9986027
7/22/2019,74,56,50,525,59,1,23,2684065
3/15/2019,47,12,33,526,28,46,14,9305651
4/17/2019,34,49,84,527,13,9,64,9496417
2/10/2020,6,20,23,528,62,75,8,3860069.35
11/8/2019,7,53,18,529,93,15,78,5732174
2/13/2020,15,55,83,530,4,35,58,9422188
9/18/2019,35,47,63,531,93,2,16,3664261
5/17/2019,41,99,95,532,74,80,72,7884718.88
