PURCHASE_DATE,PURCHASE_HOUR,REGION_ID,TYPE_ID,APP_ID,PREMIUM_APP,BASIC_APP,CANCELED_PURCHASES,REVENUE
10/29/2019,2,59,82,2073,9,65,56,697222.41
8/5/2019,64,14,35,2074,34,64,100,2394155
2/27/2020,56,2,48,2075,26,23,73,2658366.02
10/29/2019,15,60,53,2076,100,58,53,7318148
2/5/2020,37,73,38,2077,25,2,74,7016578.14
9/11/2019,92,37,93,2078,71,53,77,5942824.42
3/4/2020,6,1,62,2079,57,20,32,4992482
1/25/2020,94,27,22,2080,79,16,55,7744186
10/10/2019,33,98,8,2081,33,70,87,9110619
5/4/2019,68,19,59,2082,55,31,83,5978688.14
11/17/2019,72,26,71,2083,10,74,57,4886769
1/2/2020,24,31,67,2084,56,50,8,2872941.9
4/13/2019,45,73,45,2085,75,58,94,6976711
6/20/2019,32,45,95,2086,39,37,48,7571263.89
5/23/2019,90,13,67,2087,58,46,28,4060149.33
10/7/2019,12,37,23,2088,5,52,91,2672211
11/19/2019,20,74,62,2089,64,62,10,3099407
3/14/2019,100,11,79,2090,96,8,62,5903629
9/18/2019,30,46,30,2091,63,20,72,3111254.89
4/12/2019,47,74,26,2092,81,17,57,9961421
3/2/2020,10,6,70,2093,77,73,49,6531183.81
12/30/2019,53,62,85,2094,91,9,38,3379734.71
4/5/2019,97,65,67,2095,50,61,83,2765522
10/13/2019,63,57,74,2096,45,94,71,4775228
5/26/2019,34,73,48,2097,66,19,13,2755571.99
12/18/2019,70,80,92,2098,60,88,85,206759
3/9/2019,74,91,82,2099,3,86,93,6189050
4/19/2019,42,71,41,2100,79,6,1,9613913
10/22/2019,37,7,60,2101,79,36,13,449372.77
6/20/2019,77,35,49,2102,2,88,13,1781457.11
2/27/2020,13,65,35,2103,35,15,80,9730164
12/22/2019,70,15,64,2104,41,8,66,7035360
2/8/2020,12,70,47,2105,31,45,99,2906740.86
11/4/2019,86,24,27,2106,44,88,61,1884234
11/1/2019,60,44,98,2107,9,10,43,6170518
9/5/2019,62,24,49,2108,65,82,92,9157604
10/30/2019,87,34,35,2109,25,70,51,1956338.3
2/18/2020,41,6,49,2110,32,79,53,6339289
8/12/2019,23,16,81,2111,39,13,57,4228163.87
6/3/2019,44,14,10,2112,69,97,49,8262066
5/31/2019,44,51,55,2113,44,78,5,1437097.06
3/13/2019,48,31,10,2114,28,9,40,599143.35
11/9/2019,33,57,37,2115,4,79,46,9403811
6/4/2019,37,91,34,2116,52,36,46,8135500.69
9/21/2019,76,43,94,2117,14,24,22,3073625
3/11/2019,90,39,94,2118,7,70,98,2155590
4/29/2019,70,9,45,2119,29,76,54,2489106.53
2/29/2020,19,79,62,2120,17,12,72,8259906.16
2/26/2020,60,4,98,2121,54,15,55,8252311
8/6/2019,5,13,9,2122,11,95,58,6994429
5/1/2019,49,74,71,2123,45,26,51,6542779
3/23/2019,46,98,45,2124,4,69,9,6842517.67
8/29/2019,21,79,35,2125,33,76,47,6999284
4/25/2019,73,12,13,2126,93,39,30,1952469.59
12/22/2019,95,62,32,2127,17,59,83,6458052
1/25/2020,73,31,94,2128,84,85,31,9371694
7/18/2019,7,29,1,2129,17,33,64,1767087.42
5/11/2019,75,48,82,2130,20,84,64,2976109.89
9/4/2019,51,46,12,2131,96,37,21,7683520
3/28/2019,23,77,83,2132,99,26,18,9545040
8/31/2019,88,77,85,2133,23,50,52,3440974.91
10/16/2019,33,75,76,2134,72,93,37,9073129
1/30/2020,3,1,44,2135,72,13,28,5975716.38
8/26/2019,73,77,80,2136,56,98,98,6600557.67
1/3/2020,48,75,55,2137,10,23,57,4228129.11
5/1/2019,70,94,54,2138,4,59,98,3353795.5
8/8/2019,39,54,44,2139,31,85,68,5553489
10/14/2019,79,76,18,2140,33,89,38,326446.28
5/17/2019,96,65,52,2141,52,96,22,5387659.09
1/16/2020,60,96,17,2142,41,91,9,6854777.49
1/19/2020,27,62,37,2143,43,37,29,6672712
1/30/2020,39,17,74,2144,74,12,2,1838077.67
2/9/2020,30,20,55,2145,36,15,39,7719865.68
9/7/2019,18,64,51,2146,94,11,47,9515702
5/1/2019,61,94,97,2147,2,14,25,5433935.83
12/13/2019,44,43,71,2148,98,13,47,8969970
12/28/2019,80,41,35,2149,25,78,78,7631144
11/23/2019,32,51,15,2150,82,5,62,3938962
6/13/2019,12,82,41,2151,49,89,39,5818783
5/24/2019,24,2,36,2152,56,29,97,9667458
4/29/2019,52,36,38,2153,3,71,3,7088135.61
10/14/2019,97,62,4,2154,23,100,15,2877898
2/10/2020,66,22,53,2155,49,62,72,5626968
10/5/2019,54,41,3,2156,74,54,11,6183176.6
8/23/2019,18,87,21,2157,6,23,57,8046367.61
11/9/2019,98,3,40,2158,34,57,6,4362603
9/14/2019,69,32,22,2159,38,8,50,2069446.99
1/29/2020,66,77,98,2160,37,50,73,4105474.26
3/2/2020,18,17,49,2161,43,35,86,6018642.1
5/20/2019,48,6,41,2162,22,78,91,3851043.98
10/13/2019,24,10,66,2163,36,32,71,237981.96
6/15/2019,59,37,73,2164,20,95,24,8524307
11/4/2019,99,45,27,2165,9,53,34,5756889
10/13/2019,62,95,82,2166,100,34,58,711079.53
9/29/2019,100,15,56,2167,54,46,45,7714003.14
11/23/2019,4,9,73,2168,6,62,94,3587362
3/13/2019,21,19,29,2169,66,57,99,2144094.15
1/30/2020,25,2,66,2170,81,92,50,2995853.1
1/21/2020,87,2,93,2171,23,45,13,5944322.01
7/8/2019,39,93,3,2172,88,29,47,9680058
8/7/2019,38,86,23,2173,79,89,9,3024312.85
6/22/2019,88,59,100,2174,45,58,90,1896907.61
3/12/2019,13,57,17,2175,39,14,91,9012482
9/6/2019,76,17,96,2176,3,94,2,416829.28
8/5/2019,51,39,8,2177,78,42,18,2294009
5/19/2019,96,10,52,2178,51,74,89,687188.24
10/17/2019,23,24,90,2179,13,63,5,5146726
9/25/2019,45,77,69,2180,67,5,28,996651.92
4/9/2019,63,55,78,2181,11,40,26,5510115
10/9/2019,48,61,10,2182,40,98,39,7328489.38
2/21/2020,46,81,24,2183,62,18,7,5993251.9
7/20/2019,49,32,65,2184,56,33,68,4257315
3/10/2019,70,7,46,2185,42,6,11,8729597
4/26/2019,88,16,22,2186,26,73,14,1744543.28
5/4/2019,56,33,62,2187,47,29,54,7439663.84
2/22/2020,44,23,32,2188,17,59,25,8610698
12/22/2019,29,43,49,2189,29,3,23,4448287
10/9/2019,73,39,52,2190,93,7,45,9958503
11/18/2019,70,65,4,2191,15,26,6,6539623
10/13/2019,3,11,81,2192,25,24,28,6273551
3/22/2019,54,90,70,2193,13,4,51,9110507
12/24/2019,78,5,98,2194,17,84,9,6716034.52
11/24/2019,70,5,63,2195,59,19,11,93917.35
2/15/2020,25,12,82,2196,47,3,67,1955839
8/3/2019,91,32,94,2197,55,44,9,6055967.56
11/1/2019,69,28,21,2198,4,61,56,2075534.95
7/6/2019,67,78,34,2199,98,62,74,3109836.84
9/23/2019,71,7,39,2200,79,74,93,6543799.17
1/28/2020,23,51,34,2201,77,51,69,3985708.1
7/24/2019,56,23,19,2202,77,61,60,6940815
9/17/2019,36,81,34,2203,57,97,37,4126196.38
11/6/2019,93,82,24,2204,6,69,7,3875892.32
5/16/2019,40,4,92,2205,69,9,50,7501396.23
9/7/2019,94,78,9,2206,8,52,92,1275387
8/28/2019,96,14,95,2207,86,66,43,5287819
11/10/2019,85,59,97,2208,31,94,34,8841540
8/29/2019,30,50,74,2209,37,49,34,3530080
5/31/2019,44,55,72,2210,39,12,97,2469786.47
7/1/2019,10,40,48,2211,62,11,36,6735460
7/29/2019,93,60,79,2212,31,1,34,3855161
7/12/2019,23,61,53,2213,17,81,75,257452.19
2/28/2020,65,56,5,2214,93,44,10,8649649
2/8/2020,28,90,12,2215,99,4,91,9628064
11/9/2019,52,38,66,2216,63,44,20,9550972
2/22/2020,7,59,75,2217,20,15,3,2337988.56
12/16/2019,1,26,36,2218,24,8,94,8867457
9/13/2019,1,32,76,2219,14,67,42,2827793.7
3/1/2020,59,52,81,2220,85,33,12,4358155.1
11/16/2019,47,86,86,2221,1,71,48,5069978.66
3/4/2020,68,26,38,2222,74,65,39,7518873
3/30/2019,57,36,93,2223,28,91,85,6574787
6/21/2019,36,88,97,2224,9,28,25,4967914
10/28/2019,17,48,86,2225,65,82,52,1216775.12
4/23/2019,47,59,30,2226,84,10,14,7800682.26
10/8/2019,73,31,97,2227,74,15,46,7218221
2/27/2020,93,59,27,2228,62,34,31,7653320.83
10/26/2019,77,58,11,2229,87,76,87,851152.18
12/23/2019,59,28,39,2230,33,81,53,9974539
9/6/2019,48,90,35,2231,41,46,65,2988381.54
8/7/2019,27,38,51,2232,94,59,16,3290701
4/28/2019,5,12,59,2233,11,70,6,8335884.97
6/22/2019,92,32,36,2234,85,10,72,8904356
3/30/2019,69,45,17,2235,58,95,14,3469277.14
7/27/2019,23,61,82,2236,65,87,57,8065041
8/17/2019,52,30,14,2237,28,49,83,6404182.41
9/13/2019,45,38,82,2238,9,19,51,8517993
5/16/2019,25,2,93,2239,27,89,64,3697404.57
8/11/2019,71,27,2,2240,70,19,26,7999860.28
3/20/2019,30,24,88,2241,35,83,14,2255915.31
1/13/2020,11,73,59,2242,47,98,79,7480092
3/26/2019,82,39,92,2243,93,17,84,6471674
5/7/2019,47,83,2,2244,100,74,39,7534183.47
12/10/2019,32,52,53,2245,33,65,60,5091248.68
7/8/2019,12,94,29,2246,27,83,43,9324669
6/26/2019,34,80,47,2247,48,90,7,8391422
3/30/2019,50,39,20,2248,53,58,5,1573078.31
4/26/2019,94,87,1,2249,70,77,83,1627998.16
1/25/2020,7,22,10,2250,77,81,15,9827406
7/8/2019,79,88,54,2251,90,48,27,5485955
12/7/2019,49,81,83,2252,12,84,41,2844133.37
11/10/2019,47,13,5,2253,37,20,42,4081479.7
7/28/2019,9,95,1,2254,100,1,66,5195815
2/13/2020,80,22,83,2255,88,74,84,7141636
9/28/2019,30,10,59,2256,18,40,74,6441840
12/6/2019,68,33,7,2257,62,31,63,9840121
3/27/2019,32,95,9,2258,76,25,14,1790906.69
4/1/2019,43,94,4,2259,43,4,16,1230466.53
2/18/2020,84,47,91,2260,29,92,34,9643984
11/17/2019,72,98,1,2261,33,21,27,7122884.14
1/20/2020,19,87,26,2262,57,26,7,7148388
10/10/2019,78,77,70,2263,60,67,41,7221089.61
3/18/2019,5,27,100,2264,90,69,70,5112911.92
8/24/2019,58,25,43,2265,64,72,48,399546.92
1/29/2020,1,13,90,2266,8,95,23,7070749.96
12/15/2019,37,41,15,2267,14,12,43,3501305
6/4/2019,94,35,43,2268,97,89,40,6730082
5/23/2019,29,96,90,2269,95,95,75,6743454.9
9/13/2019,12,61,20,2270,67,21,96,9045171
7/8/2019,28,18,90,2271,9,5,49,7919162
5/12/2019,45,12,50,2272,61,54,76,9620741
1/22/2020,39,58,46,2273,23,86,95,6358951
4/20/2019,54,39,65,2274,35,91,51,4809033
9/15/2019,43,55,6,2275,41,15,8,3965610
5/14/2019,49,32,86,2276,17,37,71,2736545.58
6/27/2019,43,59,84,2277,49,33,57,2974457
5/2/2019,68,8,58,2278,25,35,41,7981029
5/14/2019,30,70,63,2279,79,18,21,371653.98
10/29/2019,30,19,74,2280,32,78,79,640058.28
1/3/2020,20,41,93,2281,78,34,67,6722313.95
11/11/2019,31,46,56,2282,79,15,60,7155712
9/28/2019,1,86,86,2283,37,25,55,5056119.41
9/13/2019,30,76,65,2284,76,23,73,3491330.02
7/8/2019,56,51,86,2285,27,89,94,8554364
12/26/2019,27,76,92,2286,37,98,42,1608293.19
2/3/2020,5,64,28,2287,86,94,83,5902953.8
7/11/2019,72,49,28,2288,92,71,25,3388907.93
1/6/2020,61,89,50,2289,76,80,20,337650.41
1/30/2020,69,12,77,2290,22,96,35,4974481
5/13/2019,27,56,51,2291,46,79,99,2362229.16
6/12/2019,60,90,4,2292,44,16,21,9868958
12/30/2019,7,9,86,2293,91,96,55,1955720.74
4/6/2019,14,81,56,2294,47,14,91,3806387
1/21/2020,13,23,44,2295,56,64,92,659425.25
10/23/2019,4,84,5,2296,27,9,48,8218551.68
2/14/2020,60,89,87,2297,17,19,43,5194748.39
6/23/2019,25,83,71,2298,21,90,51,919029.05
10/17/2019,92,64,37,2299,21,92,84,6384555
9/23/2019,58,41,35,2300,88,38,35,3882358
8/3/2019,80,30,8,2301,44,61,1,7873023.03
4/4/2019,71,50,53,2302,43,55,80,8464471
9/1/2019,70,75,97,2303,76,21,66,3386984.37
5/6/2019,71,77,33,2304,86,9,62,5506495.8
5/4/2019,95,86,63,2305,50,57,62,1340096.87
10/31/2019,54,39,15,2306,94,75,92,9662678
2/20/2020,66,39,99,2307,94,51,72,8409325
1/26/2020,68,28,69,2308,26,72,46,3961391.64
9/16/2019,36,22,45,2309,7,7,74,6053235
8/21/2019,22,47,38,2310,7,74,8,8933517
4/9/2019,92,99,59,2311,16,61,67,7379062
1/11/2020,35,8,81,2312,35,92,23,8656250
3/21/2019,23,7,10,2313,24,100,92,2338120.94
9/2/2019,61,90,62,2314,89,58,7,7836319
12/18/2019,42,97,63,2315,56,88,44,6674524
3/18/2019,53,41,31,2316,66,99,27,7517495
2/18/2020,87,52,73,2317,45,77,69,7302293
6/19/2019,8,80,41,2318,39,90,6,6347544
1/28/2020,31,87,63,2319,73,85,90,5124242.96
2/3/2020,88,62,79,2320,98,44,98,3436499.24
11/11/2019,28,33,22,2321,23,58,11,1362804.99
6/13/2019,23,74,46,2322,35,28,1,2990382.09
3/21/2019,38,63,85,2323,25,36,61,3362849.39
4/6/2019,56,6,66,2324,42,80,33,6566389.59
6/24/2019,91,63,29,2325,56,8,42,8057086.4
4/18/2019,77,90,31,2326,69,43,98,3446257
11/25/2019,2,91,40,2327,99,31,22,1273073
3/17/2019,8,94,23,2328,87,58,69,3287770.38
7/23/2019,1,49,17,2329,22,37,17,346308.07
1/9/2020,21,74,39,2330,37,6,4,1361498
11/2/2019,49,42,24,2331,23,34,17,3741571.36
3/22/2019,60,87,21,2332,8,62,88,4890870
8/9/2019,12,8,57,2333,8,99,37,909384.3
4/27/2019,45,87,46,2334,82,27,62,7709006.79
2/22/2020,99,25,28,2335,3,46,97,1764423.59
12/22/2019,60,95,29,2336,98,23,41,8026634.61
9/4/2019,61,6,35,2337,42,48,54,1200145.76
2/20/2020,41,7,72,2338,12,88,33,2316265
2/6/2020,61,36,12,2339,82,33,33,7825871.77
10/20/2019,28,24,28,2340,13,89,9,813210.59
7/8/2019,84,12,62,2341,44,68,5,3423767
6/23/2019,45,29,99,2342,67,60,11,3721902.08
1/3/2020,96,38,30,2343,54,51,41,4384045.06
12/5/2019,17,29,17,2344,38,47,27,619546.1
4/22/2019,80,67,99,2345,54,5,61,2971420.54
3/1/2020,42,3,42,2346,49,34,10,6133520.74
10/23/2019,99,48,95,2347,82,31,42,206392.77
5/17/2019,97,39,24,2348,59,40,94,811910.47
3/31/2019,44,37,81,2349,2,63,34,9182476
5/24/2019,69,73,59,2350,18,92,16,4842312
7/16/2019,54,39,74,2351,40,60,81,4103908.39
6/26/2019,80,63,71,2352,38,44,54,6518935
12/21/2019,49,49,96,2353,49,73,84,8203358
10/29/2019,16,51,48,2354,16,8,89,8318226.49
6/25/2019,82,35,36,2355,31,5,73,2638953.73
9/10/2019,7,10,38,2356,85,77,60,6546179.38
9/23/2019,70,41,67,2357,40,69,28,1511858.72
7/17/2019,20,69,17,2358,99,81,6,1417394.93
12/29/2019,20,26,50,2359,32,6,31,6687513
12/23/2019,12,75,42,2360,88,21,40,8623830
7/26/2019,30,55,89,2361,81,100,3,6108768.19
4/13/2019,88,41,43,2362,84,94,92,8295802
9/7/2019,57,15,3,2363,43,2,14,7891461.65
6/27/2019,86,6,36,2364,92,69,28,1976760.22
1/11/2020,9,23,44,2365,35,61,31,6208169.04
8/16/2019,94,100,29,2366,83,11,27,2643839.58
12/9/2019,10,91,48,2367,18,47,51,8223657
7/20/2019,3,45,77,2368,14,5,7,7571662
7/12/2019,90,44,96,2369,98,28,50,8645320
10/21/2019,82,80,91,2370,94,71,50,8490203
11/8/2019,33,29,62,2371,91,30,6,4050790.99
5/11/2019,9,6,88,2372,6,23,85,7149956.27
10/19/2019,2,44,84,2373,61,94,25,4279964.89
11/29/2019,13,38,22,2374,45,88,78,8171968
7/27/2019,6,41,24,2375,94,93,37,311605.65
10/29/2019,51,64,14,2376,81,91,23,2490776
10/5/2019,15,83,13,2377,3,8,98,2088963.63
4/30/2019,99,33,23,2378,78,85,93,4959842
8/9/2019,57,39,94,2379,65,79,12,4671882.86
9/17/2019,55,13,66,2380,85,56,28,3235643
8/2/2019,32,26,31,2381,31,70,25,2864597.37
3/11/2019,16,71,60,2382,81,92,30,8045441.35
5/7/2019,43,29,71,2383,10,79,32,9047333
9/6/2019,89,60,73,2384,100,74,77,2170711.02
12/17/2019,86,84,41,2385,60,76,48,8215882.18
8/28/2019,83,17,43,2386,52,46,54,5731415.83
12/13/2019,71,7,30,2387,35,61,57,380671.37
4/29/2019,69,68,89,2388,61,14,42,7210518
7/30/2019,87,25,54,2389,57,54,16,3697895
11/29/2019,99,96,79,2390,59,8,51,2718103.62
12/11/2019,44,75,96,2391,73,99,8,8209376.87
1/12/2020,15,18,65,2392,69,97,4,1517518.7
3/31/2019,33,40,24,2393,13,89,70,8013290.82
11/6/2019,17,96,61,2394,32,94,54,2887164
8/27/2019,76,39,80,2395,8,38,20,1787199.3
9/12/2019,28,17,20,2396,22,97,82,8230593
2/5/2020,62,28,84,2397,66,2,32,1960210.04
9/27/2019,62,31,77,2398,81,94,45,1970020.66
9/2/2019,71,84,46,2399,84,58,11,2709724.63
2/12/2020,63,43,9,2400,50,43,85,3254507.78
3/19/2019,51,24,40,2401,72,18,7,4509860
7/5/2019,24,64,28,2402,75,3,34,83827.24
7/14/2019,60,21,18,2403,69,10,55,5214514
2/19/2020,90,89,13,2404,8,86,11,56743.46
10/28/2019,51,74,15,2405,48,36,15,4379560
5/10/2019,22,70,75,2406,3,38,15,8820186
8/30/2019,94,21,32,2407,87,97,71,4288257
12/12/2019,34,33,48,2408,95,53,5,9744092
3/24/2019,98,73,31,2409,37,82,67,4805206
5/12/2019,42,5,99,2410,20,90,44,6428860
4/13/2019,46,66,84,2411,20,8,79,7792341
7/10/2019,53,52,26,2412,33,98,28,1549024.52
2/22/2020,45,88,87,2413,3,77,33,689306.46
10/20/2019,14,26,86,2414,99,20,20,514460.43
11/21/2019,27,76,10,2415,23,21,62,4293828
8/22/2019,29,62,21,2416,36,19,28,119188.24
11/9/2019,72,52,51,2417,69,28,75,8853168
8/27/2019,39,86,20,2418,3,25,62,6873999
12/3/2019,63,18,47,2419,44,71,85,456214.39
3/16/2019,25,79,92,2420,24,51,44,7717651
8/17/2019,94,86,37,2421,41,49,48,8670911
7/8/2019,51,88,99,2422,36,56,25,479555.29
11/16/2019,23,51,67,2423,56,56,52,7516855
6/9/2019,15,57,30,2424,3,54,59,4853744.7
1/4/2020,37,66,20,2425,37,48,4,9751326
6/17/2019,80,28,46,2426,47,69,88,3920858.27
10/4/2019,52,10,73,2427,79,24,75,6834044.65
5/15/2019,74,62,91,2428,6,54,79,3428619.4
2/19/2020,43,69,30,2429,85,99,97,4859127.2
5/23/2019,1,48,68,2430,53,60,40,1210055.63
4/23/2019,17,75,17,2431,33,93,64,8509485
9/11/2019,63,93,96,2432,98,84,47,3776502.26
4/18/2019,57,41,8,2433,47,27,100,4288545.67
8/26/2019,95,19,38,2434,16,22,16,1307116
3/26/2019,80,79,35,2435,94,5,20,753414.13
2/20/2020,26,18,65,2436,11,18,74,8797959
10/23/2019,2,43,92,2437,69,67,2,5821241.34
10/8/2019,6,95,87,2438,46,41,87,4586028
7/15/2019,65,32,96,2439,100,70,6,8662308
9/11/2019,57,71,38,2440,94,60,71,2270391.83
12/2/2019,85,68,86,2441,16,98,53,5945759
7/17/2019,28,36,71,2442,38,42,83,7501808.68
1/12/2020,46,5,90,2443,16,12,41,4044697.78
1/11/2020,3,45,99,2444,67,16,73,7064587.98
4/18/2019,75,52,46,2445,51,64,40,4514187
4/8/2019,65,78,54,2446,13,27,92,642635.52
5/7/2019,29,72,12,2447,81,8,93,2152395.62
12/17/2019,17,70,35,2448,47,34,95,6378454.28
11/21/2019,87,47,40,2449,24,31,50,9046187
4/14/2019,53,58,40,2450,64,35,54,7583843
9/7/2019,29,37,28,2451,62,78,44,3010762.7
11/28/2019,34,51,28,2452,9,49,47,3001497.24
12/13/2019,71,26,61,2453,3,49,43,4741214.07
8/4/2019,74,28,65,2454,78,57,35,488103.01
11/30/2019,5,21,84,2455,75,77,91,7887194.44
8/22/2019,7,13,10,2456,79,31,83,4952823.47
8/8/2019,87,35,90,2457,19,30,43,5130598.8
9/16/2019,72,78,1,2458,18,27,22,1961488.02
6/2/2019,25,86,49,2459,55,97,41,993237.91
9/30/2019,95,53,21,2460,19,26,86,1614762.19
11/24/2019,25,23,73,2461,45,13,69,9438986
10/15/2019,94,5,55,2462,1,15,9,5392149.15
5/28/2019,37,55,85,2463,96,99,26,2264247.98
10/27/2019,4,11,53,2464,45,1,5,611923.69
1/12/2020,86,34,44,2465,55,22,88,6382934
1/28/2020,90,73,63,2466,87,92,41,7502323
4/16/2019,42,57,44,2467,60,92,45,7612504.6
12/25/2019,61,49,89,2468,93,8,75,1630182.85
1/28/2020,35,45,68,2469,69,15,13,1743635.97
7/8/2019,57,50,7,2470,55,82,59,6083382.76
11/6/2019,43,4,58,2471,41,42,28,9624888
2/10/2020,26,15,96,2472,34,26,14,9192120
5/30/2019,33,22,9,2473,21,6,48,9197519
6/18/2019,40,56,25,2474,40,100,9,5176229
9/17/2019,51,45,69,2475,14,52,26,7282839
9/7/2019,71,99,93,2476,16,89,12,2123123
3/13/2019,25,32,33,2477,94,4,61,9796668
2/3/2020,33,54,6,2478,97,56,44,7114511.21
1/10/2020,33,14,94,2479,64,58,21,7907806
8/24/2019,41,60,87,2480,47,51,8,1812386.69
2/14/2020,71,36,67,2481,89,18,72,4637183
11/20/2019,85,20,20,2482,67,84,41,2262647
8/2/2019,9,51,34,2483,69,39,72,3597529.29
12/22/2019,99,5,90,2484,24,9,64,8070154
6/4/2019,69,77,21,2485,27,95,28,8689523
7/19/2019,43,77,75,2486,15,29,22,4702950.71
2/22/2020,15,30,65,2487,9,3,12,4089564.43
7/13/2019,55,85,32,2488,74,57,54,5089551
12/24/2019,44,29,91,2489,28,3,64,8195836.83
2/3/2020,77,65,88,2490,54,49,33,6720057.04
6/15/2019,45,45,71,2491,60,49,59,4138377.35
5/26/2019,42,37,56,2492,59,78,99,650612.78
3/10/2019,52,83,91,2493,17,80,17,7900621
6/19/2019,61,37,46,2494,74,66,96,4601613
8/4/2019,33,36,57,2495,91,54,9,1094893.85
2/5/2020,43,5,92,2496,23,45,11,2891163.49
11/14/2019,62,47,94,2497,70,94,58,9110128
7/8/2019,15,95,75,2498,26,5,35,6603714
7/26/2019,63,70,99,2499,1,25,94,2140302
3/8/2020,60,81,18,2500,52,56,97,7667776
2/28/2020,40,90,63,2501,9,24,16,4032965
5/4/2019,24,52,56,2502,46,94,15,5654123.44
5/1/2019,92,85,86,2503,86,73,45,7063749.37
4/12/2019,13,19,86,2504,64,39,87,4248806
5/26/2019,87,48,13,2505,76,46,25,1440609.19
4/12/2019,16,63,87,2506,21,3,78,3250452
7/29/2019,17,41,39,2507,66,76,84,3584121.71
3/26/2019,24,96,10,2508,26,90,59,3972453.56
4/22/2019,33,13,97,2509,31,76,51,2221864.7
3/22/2019,28,59,83,2510,97,32,41,103640.2
7/3/2019,99,63,33,2511,23,52,66,5375580
9/13/2019,67,5,52,2512,95,91,53,147351.72
